Target_genes	BHLHE40|Average	SRX2424487|293	SRX2424488|293	SRX150519|A549	SRX150509|GM12878	SRX3322985|GM12878	SRX3322986|GM12878	SRX6888831|HeLa	SRX6888832|HeLa	SRX6888833|HeLa	SRX6888834|HeLa	SRX100528|Hep_G2	SRX150645|Hep_G2	SRX2424662|IMR-90	SRX2424663|IMR-90	SRX15783135|Jurkat	SRX15783136|Jurkat	SRX15783137|Jurkat	SRX15783138|Jurkat	SRX19471788|Jurkat	SRX19471789|Jurkat	SRX19471796|Jurkat	SRX19471797|Jurkat	SRX150695|K-562	SRX359985|LoVo	STRING
PRMT6	62.791667	0	0	0	316	376	139	0	0	0	0	0	0	0	0	0	0	0	0	0	150	213	146	167	0	0
EXPH5	62.791667	0	0	0	322	552	192	0	0	0	0	0	0	0	0	0	0	0	0	100	0	102	0	239	0	0
ERH	62.791667	0	0	0	169	140	0	0	0	0	0	0	0	0	0	0	0	0	0	240	245	395	318	0	0	0
ZBTB9	62.750000	0	0	0	161	374	122	0	0	0	0	0	80	0	0	0	0	0	0	164	153	162	122	168	0	0
UBL5	62.750000	0	0	0	118	286	161	0	0	0	0	0	0	0	0	0	0	0	0	160	153	314	151	163	0	0
MAP9	62.750000	0	0	0	219	528	258	0	0	0	0	0	0	85	0	0	0	0	0	0	90	211	115	0	0	0
DBF4B	62.750000	0	0	0	117	92	124	0	0	0	0	0	134	0	0	0	0	0	0	167	271	298	189	114	0	0
CCNJL	62.750000	0	0	0	284	628	359	0	0	0	0	0	0	146	89	0	0	0	0	0	0	0	0	0	0	0
C2CD2L	62.750000	0	0	0	101	119	0	0	0	0	0	0	0	305	105	0	0	0	0	114	250	257	166	89	0	0
SYNJ1	62.708333	0	0	0	0	321	216	0	0	0	0	0	0	0	0	0	0	0	0	171	127	355	315	0	0	0
BEST4	62.708333	0	0	0	266	756	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
ASZ1	62.708333	0	0	0	210	157	0	0	0	0	0	0	0	0	0	0	0	0	0	135	174	480	349	0	0	0
OXA1L	62.666667	0	0	0	125	480	166	0	0	0	0	0	80	0	0	0	0	0	0	104	154	241	0	154	0	0
ABCG1	62.666667	0	0	0	124	503	0	0	0	0	0	0	0	0	0	0	0	0	0	153	209	306	209	0	0	0
ZNF485	62.625000	0	0	0	115	269	0	0	0	0	0	0	0	258	0	0	0	0	0	0	208	466	187	0	0	0
TRMT10C	62.625000	0	0	0	199	239	99	0	0	0	0	0	0	0	0	0	0	0	0	0	260	349	252	105	0	0
VCAN	62.583333	0	0	0	0	169	0	0	0	0	0	0	0	962	163	0	0	0	0	0	0	0	0	208	0	0
PPP2CB	62.583333	0	0	0	218	192	0	0	0	0	0	0	146	93	180	0	0	0	0	102	117	186	156	112	0	0
MB	62.583333	0	0	0	158	207	0	0	0	0	0	0	0	153	108	0	0	0	0	107	189	338	242	0	0	0
ELANE	62.583333	0	0	0	0	278	0	0	0	0	0	0	0	89	0	0	0	0	0	0	95	264	174	602	0	0
DNAJC24	62.583333	0	0	0	211	283	112	0	0	0	0	0	0	0	0	0	0	0	0	0	169	406	149	172	0	0
DCDC1	62.583333	0	0	0	211	283	112	0	0	0	0	0	0	0	0	0	0	0	0	0	169	406	149	172	0	0
ARHGEF19	62.583333	0	0	0	0	253	0	0	0	0	0	0	124	0	0	0	0	0	0	183	141	336	283	182	0	0
CNOT6L	62.500000	0	0	0	0	248	117	0	0	0	0	0	0	0	0	0	0	0	0	224	251	409	251	0	0	0
CYP51A1	62.458333	0	0	0	192	473	168	0	0	0	0	0	63	98	0	0	0	0	0	0	100	163	85	157	0	0
RNF217	62.416667	0	0	0	0	0	0	0	0	0	0	0	455	306	0	0	0	0	0	0	0	0	0	737	0	0
NRG1	62.416667	0	0	0	265	385	149	0	0	0	0	0	249	315	135	0	0	0	0	0	0	0	0	0	0	0
TGIF2-RAB5IF	62.375000	0	0	0	0	243	125	0	0	0	0	0	0	0	0	0	0	0	0	129	196	319	210	275	0	0
TGIF2	62.375000	0	0	0	0	243	125	0	0	0	0	0	0	0	0	0	0	0	0	129	196	319	210	275	0	0
NMT1	62.375000	0	0	0	254	236	0	0	0	0	0	0	0	0	0	0	0	0	0	147	220	333	307	0	0	0
DELE1	62.375000	0	0	0	97	256	0	0	0	0	0	0	301	0	0	0	0	0	0	0	98	112	0	633	0	0
DCAKD	62.375000	0	0	0	254	236	0	0	0	0	0	0	0	0	0	0	0	0	0	147	220	333	307	0	0	0
SIPA1L1	62.333333	0	0	0	176	299	0	0	0	0	0	0	0	0	0	0	0	0	0	162	207	347	305	0	0	0
SIAH3	62.333333	0	0	0	424	512	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0
FAM131A	62.333333	0	0	0	79	266	0	0	0	0	0	0	0	153	0	0	0	0	0	169	148	285	176	220	0	0
DNASE1L3	62.333333	0	0	0	502	518	210	0	0	0	0	0	156	0	0	0	0	0	0	0	0	110	0	0	0	0
RNF170	62.291667	0	0	0	125	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0
HOOK3	62.291667	0	0	0	125	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0
CFAP36	62.291667	0	0	0	88	274	0	0	0	0	0	0	103	124	0	0	0	0	0	85	173	223	136	289	0	0
CFAP45	62.250000	0	0	0	388	483	118	0	0	0	0	0	0	225	81	0	0	0	0	0	0	0	0	199	0	0
RPP25L	62.208333	0	0	0	170	621	99	0	0	0	0	0	0	0	0	0	0	0	0	129	128	222	124	0	0	0
FBXL12	62.208333	0	0	0	118	286	161	0	0	0	0	0	0	0	0	0	0	0	0	162	157	314	132	163	0	0
EHD2	62.208333	0	0	0	0	0	0	0	0	0	0	0	0	688	696	0	0	0	0	0	0	0	0	109	0	0
DCTN3	62.208333	0	0	0	170	621	99	0	0	0	0	0	0	0	0	0	0	0	0	129	128	222	124	0	0	0
ARPC2	62.208333	0	0	0	152	273	94	0	0	0	0	0	0	0	0	0	0	0	0	159	202	380	233	0	0	0
AKIRIN2	62.208333	0	0	0	133	536	204	0	0	0	0	0	0	0	0	0	0	0	0	0	116	257	247	0	0	0
TGFBR3	62.166667	0	0	0	208	411	0	0	0	0	0	0	0	131	0	0	0	0	0	0	136	210	222	174	0	0
CNR2	62.166667	0	0	0	445	463	98	0	0	0	0	0	178	0	0	0	0	0	0	0	0	162	0	146	0	0
NTPCR	62.125000	0	0	0	164	408	128	0	0	0	0	0	0	0	0	0	0	0	0	78	123	255	335	0	0	0
MEIOSIN	62.125000	0	0	0	175	155	0	0	0	0	0	0	0	0	0	0	0	0	0	110	227	403	189	232	0	0
GPKOW	62.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	356	390	494	138	0	0
DCSTAMP	62.125000	0	0	0	0	0	0	0	0	0	0	0	0	409	281	0	0	0	0	116	191	213	281	0	0	0
TMIGD1	62.083333	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	172	176	474	236	241	0	0
SPTBN5	62.083333	0	0	0	272	668	0	0	0	0	0	0	0	185	193	0	0	0	0	0	0	172	0	0	0	0
PRF1	62.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	387	473	241	169	0	0
GAS2	62.083333	0	0	0	293	826	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF2	62.083333	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	1176	0	0
SF1	62.041667	0	0	0	0	343	145	0	0	0	0	0	0	0	0	0	0	0	0	157	182	376	183	103	0	0
NNMT	62.041667	0	0	0	149	0	0	0	0	0	0	0	158	677	254	0	0	0	0	0	0	0	0	251	0	0
NFKBIZ	62.041667	0	0	0	261	498	311	0	0	0	0	0	154	125	0	0	0	0	0	0	0	0	0	140	0	0
NFKB1	62.041667	0	0	0	269	467	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	399	0	231	0	0
HMGB2	62.041667	0	0	0	0	275	87	0	0	0	0	0	119	0	0	0	0	0	0	0	210	210	218	370	0	0
SLC27A3	62.000000	0	0	0	120	247	169	0	0	0	0	0	0	0	0	0	0	0	0	108	151	295	217	181	0	0
RBM5	62.000000	0	0	0	211	160	0	0	0	0	0	0	81	154	0	0	0	0	0	131	176	332	243	0	0	0
TRPV3	61.958333	0	0	0	412	696	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
MTHFD1	61.916667	0	0	0	147	504	0	0	0	0	0	0	76	144	0	0	0	0	0	0	0	198	109	308	0	0
B4GALT3	61.916667	0	0	0	185	312	0	0	0	0	0	0	0	177	0	0	0	0	0	140	156	219	149	148	0	0
SRPK1	61.875000	0	0	0	234	264	0	0	0	0	0	0	359	168	0	0	0	0	0	0	93	97	0	270	0	0
DPP3	61.875000	0	0	0	97	314	143	0	0	0	0	0	0	0	0	0	0	0	0	0	182	403	189	157	0	0
CCNF	61.875000	0	0	0	240	158	0	0	0	0	0	0	185	0	0	0	0	0	0	0	95	364	143	300	0	0
ANGPTL4	61.875000	0	0	0	0	163	0	0	0	0	0	132	215	254	434	0	0	0	0	0	0	113	0	174	0	0
MYO15B	61.833333	0	0	0	124	250	0	0	0	0	0	0	266	0	0	0	0	0	0	0	134	362	204	144	0	0
GRB2	61.833333	0	0	0	303	220	0	0	0	0	0	0	154	89	0	0	0	0	0	105	115	279	219	0	0	0
PSMD1	61.791667	0	0	0	271	233	0	0	0	0	0	0	167	0	0	0	0	0	0	0	244	312	256	0	0	0
FAM219A	61.791667	0	0	0	79	216	0	0	0	0	0	0	0	0	0	0	0	0	0	258	237	367	326	0	0	0
DNAI1	61.791667	0	0	0	79	216	0	0	0	0	0	0	0	0	0	0	0	0	0	258	237	367	326	0	0	0
CPLX2	61.791667	0	0	0	0	132	0	0	0	0	0	0	159	0	0	0	0	0	0	0	244	305	199	444	0	0
BEND5	61.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	348	529	353	0	0	0
ARSB	61.791667	0	0	0	109	241	0	0	0	0	0	0	1133	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCRHL	61.750000	0	0	206	156	0	0	0	0	0	0	80	702	219	0	0	0	0	0	0	0	0	0	119	0	0
TMEM9B	61.750000	0	0	0	201	581	232	0	0	0	0	0	0	0	0	0	0	0	0	0	101	116	141	110	0	0
RBMS1	61.750000	0	0	0	0	0	0	0	0	0	0	342	746	165	0	0	0	0	0	0	0	129	100	0	0	0
LRCH3	61.750000	0	0	0	156	341	204	0	0	0	0	0	115	0	0	0	0	0	0	0	162	266	149	89	0	0
ASPHD2	61.750000	0	0	0	188	821	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	152	0	0	0
FMO4	61.708333	0	0	0	391	307	0	0	0	0	0	0	93	100	0	0	0	0	0	0	176	119	122	173	0	0
CD58	61.708333	0	0	0	315	265	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	130	326	0	0
WARS2	61.666667	0	0	0	170	215	0	0	0	0	0	0	85	0	0	0	0	0	0	178	247	259	171	155	0	0
SLCO5A1	61.666667	0	0	0	575	598	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF12	61.666667	0	0	0	115	263	0	0	0	0	0	0	0	0	0	0	0	0	0	140	219	428	214	101	0	0
JTB	61.666667	0	0	0	123	690	0	0	0	0	0	0	0	0	206	0	0	0	0	0	148	183	130	0	0	0
CYP27C1	61.666667	0	0	0	187	222	0	0	0	0	0	0	206	280	354	0	0	0	0	0	0	0	0	231	0	0
CDC6	61.666667	0	0	0	0	157	0	0	0	0	0	0	0	433	187	0	0	0	0	0	205	301	197	0	0	0
PSMC3IP	61.625000	0	0	0	299	393	214	0	0	0	0	0	0	0	0	0	0	0	0	105	140	137	102	89	0	0
PLA2G2D	61.625000	0	0	0	502	622	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0
ZHX2	61.583333	0	0	0	539	276	0	0	0	0	0	0	0	0	0	0	0	0	0	184	128	137	214	0	0	0
TLE1	61.583333	0	0	0	0	0	0	0	0	0	0	0	184	154	0	0	0	0	0	252	249	375	264	0	0	0
SPINT2	61.583333	0	0	0	0	141	0	0	0	0	0	0	0	243	170	0	0	0	0	0	134	130	0	660	0	0
ZMAT2	61.541667	0	0	0	201	310	110	0	0	0	0	0	0	117	0	0	0	0	0	0	150	231	126	232	0	0
WRAP73	61.541667	0	0	0	301	393	194	0	0	0	0	0	0	0	0	0	0	0	0	0	132	242	138	77	0	0
TMEM97	61.541667	0	0	0	301	383	122	0	0	0	0	0	0	106	0	0	0	0	0	0	134	166	0	265	0	0
RUSF1	61.541667	0	0	0	155	344	217	0	0	0	0	0	242	0	0	0	0	0	0	0	99	146	115	159	0	0
KCNA6	61.541667	0	0	0	102	107	0	0	0	0	0	0	0	0	0	0	0	0	0	244	314	479	231	0	0	0
HARS2	61.541667	0	0	0	201	310	110	0	0	0	0	0	0	117	0	0	0	0	0	0	150	231	126	232	0	0
HARS1	61.541667	0	0	0	201	310	110	0	0	0	0	0	0	117	0	0	0	0	0	0	150	231	126	232	0	0
C22orf31	61.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	337	461	419	0	0	0
PAX5	61.500000	0	0	0	0	324	116	0	0	0	0	0	0	0	0	0	0	0	0	179	369	323	165	0	0	0
ZFAND4	61.458333	0	0	0	123	375	185	0	0	0	0	0	213	66	0	0	0	0	0	0	132	196	185	0	0	0
SMPD3	61.458333	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	197	233	630	289	0	0	0
PTCRA	61.458333	0	0	0	0	0	0	0	0	0	0	165	1310	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME2	61.458333	0	0	0	142	273	125	0	0	0	0	0	0	0	0	0	0	0	0	198	265	262	210	0	0	0
NGRN	61.458333	0	0	0	257	427	0	0	0	0	0	0	0	0	0	0	0	0	0	138	183	168	225	77	0	0
ENTPD7	61.458333	0	0	0	76	306	138	0	0	0	0	0	0	0	226	0	0	0	0	198	152	243	136	0	0	0
EMC9	61.458333	0	0	0	142	273	125	0	0	0	0	0	0	0	0	0	0	0	0	198	265	262	210	0	0	0
ZC2HC1C	61.416667	0	0	0	159	308	192	0	0	0	0	0	335	0	0	0	0	0	0	0	0	94	0	386	0	0
SMC2	61.416667	0	0	0	130	158	0	0	0	0	0	0	165	0	0	0	0	0	0	163	269	350	239	0	0	0
REEP5	61.416667	0	0	0	0	396	99	0	0	0	0	0	0	0	0	0	0	0	0	97	128	225	165	364	0	0
OTX1	61.416667	0	0	0	147	678	283	0	0	0	0	0	134	0	0	0	0	0	0	0	0	106	0	126	0	0
MAML1	61.416667	0	0	0	134	275	82	0	0	0	0	0	0	140	0	0	0	0	0	75	186	330	128	124	0	0
CASP2	61.416667	0	0	0	0	208	0	0	0	0	0	0	0	338	146	0	0	0	0	140	118	220	157	147	0	0
ADAT1	61.416667	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	204	331	401	243	0	0	0
ACYP1	61.416667	0	0	0	159	308	192	0	0	0	0	0	335	0	0	0	0	0	0	0	0	94	0	386	0	0
SNX9	61.375000	0	0	0	229	460	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	520	0	0
RWDD2A	61.375000	0	0	0	269	679	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	119	0	0	0
PGM3	61.375000	0	0	0	269	679	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	119	0	0	0
IPO7	61.375000	0	0	0	0	199	0	0	0	0	0	0	0	174	131	0	0	0	0	109	171	323	257	109	0	0
ZNF543	61.333333	0	0	0	147	524	311	0	0	0	0	0	0	0	0	0	0	0	0	83	0	133	108	166	0	0
NOS3	61.333333	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	94	0	1252	0	0
NIPSNAP3A	61.333333	0	0	0	245	660	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0
LGI4	61.333333	0	0	0	107	162	0	0	0	0	0	147	653	0	0	0	0	0	0	0	0	160	0	243	0	0
FXYD7	61.333333	0	0	0	107	162	0	0	0	0	0	147	653	0	0	0	0	0	0	0	0	160	0	243	0	0
FXYD1	61.333333	0	0	0	107	162	0	0	0	0	0	147	653	0	0	0	0	0	0	0	0	160	0	243	0	0
ATP1A4	61.333333	0	0	0	577	658	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM1	61.291667	0	0	0	87	636	225	0	0	0	0	0	94	162	0	0	0	0	0	0	0	139	128	0	0	0
IL17RA	61.291667	0	0	0	72	97	0	0	0	0	0	0	0	0	0	0	0	0	0	251	228	396	427	0	0	0
ANO10	61.291667	0	0	0	130	357	0	0	0	0	0	0	148	0	0	0	0	0	0	90	110	175	111	350	0	0
ADD1	61.291667	0	0	0	104	124	0	0	0	0	0	0	0	0	0	0	0	0	0	205	174	605	259	0	0	0
PRRX2	61.250000	0	0	0	0	0	0	0	0	0	0	0	174	628	426	0	0	0	0	0	0	0	0	242	0	0
MTO1	61.250000	0	0	0	165	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	393	292	151	0	0
UBR1	61.208333	0	0	0	149	138	0	0	0	0	0	0	0	0	0	0	0	0	0	262	220	455	245	0	0	0
PHF10	61.208333	0	0	0	0	279	100	0	0	0	0	0	411	130	136	0	0	0	0	95	0	115	0	203	0	0
TMEM241	61.166667	0	0	0	204	542	172	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	417	0	0
SCFD2	61.166667	0	0	0	174	225	73	0	0	0	0	0	0	0	0	0	0	0	0	109	169	269	293	156	0	0
SNAPIN	61.125000	0	0	0	130	849	150	0	0	0	0	0	0	0	0	0	0	0	0	0	90	116	0	132	0	0
MNAT1	61.125000	0	0	0	153	188	0	0	0	0	0	0	234	0	0	0	0	0	0	0	233	268	150	241	0	0
CDC42EP4	61.125000	0	0	0	182	229	112	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	782	0	0
CD8B2	61.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	359	452	379	0	0	0
SPPL2B	61.083333	0	0	0	226	222	0	0	0	0	0	0	515	0	0	0	0	0	0	0	156	198	149	0	0	0
PSMG2	61.083333	0	0	0	0	418	120	0	0	0	0	0	0	0	0	0	0	0	0	86	234	340	268	0	0	0
NCR3	61.083333	0	0	0	199	167	0	0	0	0	0	0	247	0	0	0	0	0	0	0	168	272	138	275	0	0
LSM7	61.083333	0	0	0	226	222	0	0	0	0	0	0	515	0	0	0	0	0	0	0	156	198	149	0	0	0
ZNF576	61.041667	0	0	0	110	277	0	0	0	0	0	0	0	97	0	0	0	0	0	155	183	277	252	114	0	0
IRGQ	61.041667	0	0	0	110	277	0	0	0	0	0	0	0	97	0	0	0	0	0	155	183	277	252	114	0	0
CLPTM1	61.041667	0	0	0	142	266	0	0	0	0	0	0	0	0	0	0	0	0	0	155	200	399	213	90	0	0
CDS1	61.000000	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	206	327	374	286	187	0	0
FAAH	60.958333	0	0	0	0	0	0	0	0	0	0	0	1287	176	0	0	0	0	0	0	0	0	0	0	0	0
TAF11	60.916667	0	0	0	191	352	0	0	0	0	0	0	90	152	0	0	0	0	0	0	140	206	111	220	0	0
C12orf71	60.916667	0	0	0	0	0	0	0	0	0	0	0	0	1068	394	0	0	0	0	0	0	0	0	0	0	0
ANKS1A	60.916667	0	0	0	191	352	0	0	0	0	0	0	90	152	0	0	0	0	0	0	140	206	111	220	0	0
ZC3HC1	60.875000	0	0	0	179	68	0	0	0	0	0	0	0	0	0	0	0	0	0	201	180	458	241	134	0	0
FBXO48	60.875000	0	0	0	0	257	129	0	0	0	0	0	98	0	0	0	0	0	0	99	207	444	227	0	0	0
APLF	60.875000	0	0	0	0	257	129	0	0	0	0	0	98	0	0	0	0	0	0	99	207	444	227	0	0	0
FOXF1	60.833333	0	0	0	193	269	0	0	0	0	0	0	238	284	242	0	0	0	0	0	0	0	0	234	0	0
TESC	60.791667	0	0	0	197	303	152	0	0	0	0	0	0	0	0	0	0	0	0	0	158	351	156	142	0	0
SYK	60.791667	0	0	0	575	790	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDC	60.791667	0	0	0	0	191	96	0	0	0	0	84	271	0	0	0	0	0	0	101	187	201	228	100	0	0
NR0B2	60.791667	0	0	0	0	191	96	0	0	0	0	84	271	0	0	0	0	0	0	101	187	201	228	100	0	0
MARK3	60.750000	0	0	0	0	283	76	0	0	0	0	0	0	0	0	0	0	0	0	143	132	457	181	186	0	0
GALP	60.750000	0	0	0	138	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	818	0	0
TRIM38	60.708333	0	0	0	210	189	0	0	0	0	0	0	0	249	213	0	0	0	0	0	114	185	107	190	0	0
POGLUT2	60.708333	0	0	0	182	382	0	0	0	0	0	0	0	124	0	0	0	0	0	123	117	234	128	167	0	0
MMP14	60.708333	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	219	203	392	232	176	0	0
BLMH	60.708333	0	0	0	0	464	85	0	0	0	0	0	0	0	0	0	0	0	0	0	175	313	241	179	0	0
BIVM-ERCC5	60.708333	0	0	0	182	382	0	0	0	0	0	0	0	124	0	0	0	0	0	123	117	234	128	167	0	0
BIVM	60.708333	0	0	0	182	382	0	0	0	0	0	0	0	124	0	0	0	0	0	123	117	234	128	167	0	0
ZNF791	60.666667	0	0	0	278	506	113	0	0	0	0	0	149	0	0	0	0	0	0	0	93	156	0	161	0	0
ZNF490	60.666667	0	0	0	278	506	113	0	0	0	0	0	149	0	0	0	0	0	0	0	93	156	0	161	0	0
ZNF322	60.666667	0	0	0	126	463	89	0	0	0	0	0	107	0	0	0	0	0	0	0	104	169	132	266	0	0
TMEM60	60.666667	0	0	0	105	204	124	0	0	0	0	0	0	0	0	0	0	0	0	139	264	251	196	173	0	0
STPG3	60.666667	0	0	0	166	488	202	0	0	0	0	0	0	0	0	0	0	0	0	0	143	177	151	129	0	0
SNX10	60.666667	0	0	0	330	368	150	0	0	0	0	0	0	0	0	0	0	0	0	107	145	229	0	127	0	0
ZNF350	60.625000	0	0	0	190	359	0	0	0	0	0	0	299	438	0	0	0	0	0	0	0	0	0	169	0	0
RPL27A	60.625000	0	0	0	172	263	144	0	0	0	0	0	0	0	0	0	0	0	0	0	239	220	199	218	0	0
FAHD2A	60.625000	0	0	0	118	454	131	0	0	0	0	0	200	151	0	0	0	0	0	0	100	111	0	190	0	0
CALN1	60.625000	0	0	0	281	507	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0
STK24	60.583333	0	0	0	556	504	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0
PSME1	60.583333	0	0	0	142	273	125	0	0	0	0	0	0	0	0	0	0	0	0	198	265	262	189	0	0	0
MEGF8	60.583333	0	0	0	223	200	103	0	0	0	0	0	97	0	0	0	0	0	0	0	234	281	181	135	0	0
GRM4	60.583333	0	0	0	182	237	145	0	0	0	0	0	0	226	0	0	0	0	0	0	144	122	0	398	0	0
WDFY4	60.541667	0	0	0	485	767	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC3	60.541667	0	0	0	155	452	205	0	0	0	0	0	0	0	0	0	0	0	0	0	188	191	159	103	0	0
PLPP5	60.541667	0	0	0	154	321	0	0	0	0	0	0	216	263	0	0	0	0	0	0	157	209	133	0	0	0
BSPRY	60.541667	0	0	0	242	545	144	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	217	0	0
GTF2A2	60.500000	0	0	0	122	440	144	0	0	0	0	0	0	0	0	0	0	0	0	129	132	262	100	123	0	0
BDP1	60.500000	0	0	0	176	317	0	0	0	0	0	0	156	138	0	0	0	0	0	0	167	293	0	205	0	0
TWSG1	60.458333	0	0	0	0	390	0	0	0	0	0	0	0	392	0	0	0	0	0	101	169	214	185	0	0	0
RIC3	60.458333	0	0	0	233	881	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYADML2	60.458333	0	0	0	132	656	129	0	0	0	0	0	0	0	0	0	0	0	0	0	120	186	0	228	0	0
ZNF341	60.416667	0	0	0	164	439	193	0	0	0	0	0	142	0	0	0	0	0	0	0	193	234	0	85	0	0
SMIM6	60.416667	0	0	0	0	541	238	0	0	0	0	0	206	0	0	0	0	0	0	0	0	239	226	0	0	0
DNMT3B	60.416667	0	0	0	96	142	69	0	0	0	0	0	392	0	0	0	0	0	0	0	0	213	124	414	0	0
PGAP6	60.375000	0	0	0	104	230	0	0	0	0	0	0	143	0	0	0	0	0	0	140	0	341	320	171	0	0
SLC7A8	60.333333	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	1322	0	0
ETFRF1	60.333333	0	0	0	109	303	78	0	0	0	0	0	128	146	0	0	0	0	0	0	117	280	200	87	0	0
CFAP94	60.333333	0	0	0	109	303	78	0	0	0	0	0	128	146	0	0	0	0	0	0	117	280	200	87	0	0
PRKN	60.291667	0	0	0	149	138	174	0	0	0	0	0	174	0	0	0	0	0	0	0	200	290	131	191	0	0
PACRG	60.291667	0	0	0	149	138	174	0	0	0	0	0	174	0	0	0	0	0	0	0	200	290	131	191	0	0
MADCAM1	60.291667	0	0	0	192	560	170	0	0	0	0	0	0	138	0	0	0	0	0	0	0	103	141	143	0	0
KATNBL1	60.291667	0	0	0	237	165	0	0	0	0	0	0	142	0	0	0	0	0	0	125	93	260	169	256	0	0
INTS13	60.291667	0	0	0	148	414	0	0	0	0	0	0	164	157	0	0	0	0	0	0	138	176	0	250	0	0
FGFR1OP2	60.291667	0	0	0	148	414	0	0	0	0	0	0	164	157	0	0	0	0	0	0	138	176	0	250	0	0
EYA4	60.291667	0	0	0	0	0	0	0	0	0	0	0	0	753	694	0	0	0	0	0	0	0	0	0	0	0
EVI2B	60.291667	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	273	459	185	231	0	0
CEP76	60.291667	0	0	0	0	399	120	0	0	0	0	0	0	0	0	0	0	0	0	86	234	340	268	0	0	0
FCF1	60.250000	0	0	0	147	173	0	0	0	0	0	0	0	0	0	0	0	0	0	105	250	542	229	0	0	0
AREL1	60.250000	0	0	0	147	173	0	0	0	0	0	0	0	0	0	0	0	0	0	105	250	542	229	0	0	0
ANKRD10	60.250000	0	0	0	101	314	0	0	0	0	0	0	122	184	128	0	0	0	0	0	150	154	173	120	0	0
ADGRE3	60.250000	0	0	0	408	679	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRPRB	60.208333	0	0	0	148	242	115	0	0	0	0	0	0	0	0	0	0	0	0	111	227	198	195	209	0	0
SLC25A42	60.208333	0	0	0	90	402	96	0	0	0	0	0	0	0	0	0	0	0	0	0	113	273	122	349	0	0
LMTK3	60.208333	0	0	0	120	465	229	0	0	0	0	0	123	0	0	0	0	0	0	0	0	138	84	286	0	0
SLC25A44	60.166667	0	0	0	67	95	0	0	0	0	0	0	0	163	0	0	0	0	0	167	178	372	226	176	0	0
PLCG2	60.166667	0	0	0	278	556	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0
MRPS21	60.166667	0	0	0	239	236	0	0	0	0	0	0	173	92	0	0	0	0	0	96	106	167	96	239	0	0
ZNF35	60.125000	0	0	0	232	435	121	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	491	0	0
